0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4285714285714285,0.0,13.428571428571429,1.1428571428571428,0.0,0.0,0.0,1.4285714285714286,0.7142857142857143,0.1428571428571428,0.0,0.5714285714285714,0.2857142857142857,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.7142857142857143,12.571428571428571,0.0,0.1428571428571428,0.0,0.2857142857142857,0.0,0.1428571428571428,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.0,15.0,0.2857142857142857,0.0,0.0,0.1428571428571428,1.8571428571428568,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,0.4285714285714285,1.5714285714285714,0.1428571428571428,0.1428571428571428,0.2857142857142857,15.857142857142858,0.0,0.0,0.0
0.0,0.0,0.4285714285714285,0.0,16.142857142857142,1.7142857142857142,0.0,0.0,0.0,1.7142857142857142,1.4285714285714286,0.1428571428571428,0.0,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.5714285714285714,0.0,0.0,0.7142857142857143,13.285714285714286,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.4285714285714285,0.5714285714285714,0.4285714285714285,0.7142857142857143,0.0,19.714285714285715,0.8571428571428571,0.0,0.0,0.1428571428571428,1.5714285714285714,1.0,0.1428571428571428,0.4285714285714285,0.0,0.4285714285714285,1.8571428571428568,0.1428571428571428,0.1428571428571428,0.2857142857142857,14.857142857142858,0.0,0.0,0.0
0.0,0.0,0.7142857142857143,0.0,18.428571428571427,2.4285714285714284,0.1428571428571428,0.0,0.0,1.8571428571428568,2.142857142857143,0.4285714285714285,0.0,1.1428571428571428,0.8571428571428571,1.1428571428571428,0.1428571428571428,0.7142857142857143,0.0,0.0,1.1428571428571428,15.142857142857142,0.0,0.2857142857142857,0.0,0.1428571428571428,0.0,0.4285714285714285,0.5714285714285714,0.2857142857142857,2.142857142857143,0.0,21.571428571428573,0.8571428571428571,0.0,0.4285714285714285,0.2857142857142857,1.5714285714285714,1.7142857142857142,0.1428571428571428,1.0,0.0,0.4285714285714285,2.2857142857142856,0.2857142857142857,0.1428571428571428,1.1428571428571428,20.0,0.0,0.4285714285714285,0.0
0.4285714285714285,0.0,1.1428571428571428,0.0,20.428571428571427,4.857142857142857,0.4285714285714285,0.1428571428571428,0.0,3.142857142857143,3.0,0.5714285714285714,0.0,3.0,1.5714285714285714,1.8571428571428568,0.1428571428571428,1.1428571428571428,0.7142857142857143,0.0,1.2857142857142858,18.0,0.2857142857142857,0.7142857142857143,0.0,0.1428571428571428,0.0,0.7142857142857143,1.0,0.4285714285714285,3.2857142857142856,0.4285714285714285,29.428571428571427,1.1428571428571428,0.0,0.5714285714285714,0.2857142857142857,2.2857142857142856,2.2857142857142856,0.4285714285714285,1.4285714285714286,1.1428571428571428,1.2857142857142858,3.0,0.4285714285714285,0.1428571428571428,1.2857142857142858,34.714285714285715,0.0,0.5714285714285714,0.0
